country,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
黑龙江省,9541.0,10638.0,12449.0,14434.0,16195.0,18478.0,21727.0,22447.0,27076.0,32819.0,35711.0,37509.0,39226.0,39462.0,40432.0,41916.0,43274.0
山东省,11340.0,13268.0,16413.0,20096.0,23794.0,27807.0,33083.0,35894.0,41106.0,47335.0,51768.0,56323.0,60879.0,64168.0,68733.0,72807.0,76267.0
河南省,6487.0,7376.0,9201.0,11346.0,13313.0,16012.0,19593.0,20597.0,24446.0,28661.0,31499.0,34174.0,37072.0,39123.0,42575.0,46674.0,50152.0
湖北省,7437.0,8378.0,9898.0,11431.0,13296.0,16206.0,19860.0,22677.0,27906.0,34197.0,38572.0,42613.0,47145.0,50654.0,55665.0,60199.0,66616.0
四川省,5890.0,6623.0,7895.0,9060.0,10546.0,12893.0,15378.0,17339.0,21182.0,26133.0,29608.0,32454.0,35128.0,36775.0,40003.0,44651.0,48883.0
