st,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027
黑龙江省,338758.3418971151,410890.0,443907.8095238096,478769.161904762,515474.0571428573,554022.4952380953,594414.4761904763,636650.0,680729.0666666667,729599.6952380952,800950.0,897728.0,887266.1602680087,932975.1451322436,978684.1299964786,1024393.1148607284,1070102.0997249633,1115811.0845892131,1161520.069453448,1207229.054317683,1252938.0391819328,1298647.0240461677,1344356.0089104027,1390064.9937746525,1435773.9786388874,1481482.9635031223
山东省,8092270.365517139,7509130.0,9079869.301587302,10461782.882539684,11654870.742857145,12659132.882539684,13474569.301587302,14101180.0,14538964.977777775,14807361.37142857,15022992.000000002,15205294.0,17092301.900004864,17842304.527879,18592307.155752897,19342309.783626795,20092312.41150093,20842315.03937483,21592317.667248964,22342320.29512286,23092322.92299676,23842325.550870895,24592328.178744793,25342330.80661869,26092333.434492826,26842336.062366724
河南省,310410.0449437201,431830.0,498867.2380952383,559514.9142857144,613773.0285714288,661641.580952381,703120.5714285716,738210.0,766909.8666666667,811958.8476190476,1009789.0,1383139.0,1176636.1455328166,1248821.6539152563,1321007.162297666,1393192.6706801057,1465378.1790625155,1537563.687444955,1609749.195827365,1681934.7042098045,1754120.2125922441,1826305.720974654,1898491.2293570936,1970676.7377395034,2042862.246121943,2115047.754504353
湖北省,381472.1784802079,539850.0,633173.1269841271,707479.0031746035,762767.6285714288,799039.0031746033,816293.1269841271,814530.0,793749.6222222222,804833.3142857142,1153069.0,1889338.0,1384731.7897731066,1468336.7573808432,1551941.7249885798,1635546.6925963163,1719151.660204053,1802756.6278118193,1886361.595419556,1969966.5630272925,2053571.530635029,2137176.4982427657,2220781.4658505023,2304386.433458239,2387991.4010659754,2471596.368673712
四川省,435568.2711305693,495870.0,497743.6190476191,510741.7904761905,534864.5142857144,570111.7904761904,616483.6190476192,673980.0,742600.9333333332,809322.2571428571,795999.0,689607.0,825763.4604711756,858279.7262495533,890795.9920279384,923312.2578063235,955828.5235847086,988344.7893630937,1020861.0551414713,1053377.3209198564,1085893.5866982415,1118409.8524766266,1150926.1182550043,1183442.3840333894,1215958.6498117745,1248474.9155901596
