st,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027
黑龙江省,9541.0,10638.0,12448.999999999998,14434.0,16195.0,18478.0,21726.999999999996,22447.0,27076.0,32819.00000000001,35711.0,37509.0,39226.0,39462.0,40432.0,41916.0,43274.0,48638.877642169595,51014.87058280315,53390.86352343764,55766.8564640712,58142.84940470476,60518.842345339246,62894.835285972804,65270.82822660729,67646.82116724085
山东省,11340.0,13267.999999999998,16412.999999999996,20095.999999999996,23794.0,27807.0,33083.0,35894.00000000001,41106.00000000001,47335.00000000001,51768.0,56323.0,60879.00000000001,64168.0,68733.00000000001,72807.00000000001,76267.0,81089.35120390356,85386.33140303008,89683.31160215661,93980.29180128314,98277.27200040966,102574.25219953619,106871.23239866272,111168.21259778924,115465.19279691577
河南省,6487.0,7376.0,9201.0,11346.0,13313.0,16012.0,19592.999999999996,20597.000000000004,24446.0,28661.0,31499.0,34174.0,37071.99999999999,39122.99999999999,42575.0,46674.0,50152.0,51038.28791137785,53844.49637211952,56650.70483286027,59456.913293601945,62263.12175434362,65069.3302150853,67875.53867582697,70681.74713656865,73487.95559731033
湖北省,7437.0,8378.0,9898.0,11431.0,13296.0,16205.999999999998,19860.0,22677.0,27906.000000000004,34197.0,38572.0,42613.0,47145.0,50654.0,55665.0,60199.0,66616.0,65980.66524157207,69829.82412462216,73678.98300767224,77528.14189072326,81377.30077377334,85226.45965682343,89075.61853987351,92924.7774229236,96773.93630597368
四川省,5890.0,6623.0,7895.0,9060.0,10546.0,12893.0,15378.0,17339.0,21181.999999999996,26133.000000000004,29608.0,32454.000000000004,35128.0,36775.0,40003.0,44651.00000000001,48883.0,48605.970147415064,51389.37205921952,54172.77397102397,56956.17588282842,59739.57779463194,62522.979706436396,65306.38161824085,68089.7835300453,70873.18544184975
